dataset,model,objective,method,seed,model_path,meta_path,runtime_seconds,Retain,Forget,Val,Test,Val MIA,Test MIA,status,error_message
cifar10,resnet18,objective10,salun,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/salun/10_resnet18_9_meta.txt,39.08874917030335,0.959686274509804,0.8738823529411764,0.8394666666666667,0.8375,0.5061176470588234,0.4998823529411764,ok,
cifar10,resnet18,objective10,scrubv2,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_0_meta.txt,702.128900051117,0.9662483660130718,0.8472941176470589,0.8424,0.8427,0.4930588235294119,0.4925882352941176,ok,
cifar10,resnet18,objective10,scrubv2,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_1_meta.txt,662.051187992096,0.963764705882353,0.8428235294117647,0.8430666666666666,0.836,0.4922352941176471,0.490235294117647,ok,
cifar10,resnet18,objective10,scrubv2,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_2_meta.txt,658.1543605327606,0.9655424836601308,0.8522352941176471,0.8477333333333333,0.8454,0.496235294117647,0.4929411764705881,ok,
cifar10,resnet18,objective10,scrubv2,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_3_meta.txt,713.9404625892639,0.9681830065359476,0.8491764705882353,0.8469333333333333,0.8506,0.4936470588235294,0.4888235294117646,ok,
cifar10,resnet18,objective10,scrubv2,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_4_meta.txt,660.9265282154083,0.9580653594771242,0.8515294117647059,0.8448,0.8457,0.5023529411764707,0.4922352941176471,ok,
cifar10,resnet18,objective10,scrubv2,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_5_meta.txt,648.8114211559296,0.9605490196078432,0.8527058823529412,0.8481333333333333,0.8446,0.4954117647058823,0.4955294117647059,ok,
cifar10,resnet18,objective10,scrubv2,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_6_meta.txt,674.8700709342957,0.9706666666666668,0.8491764705882353,0.8502666666666666,0.8513,0.4927058823529411,0.4920000000000001,ok,
cifar10,resnet18,objective10,scrubv2,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_7_meta.txt,712.2563335895538,0.9632679738562092,0.8423529411764706,0.8390666666666666,0.842,0.4969411764705883,0.4995294117647059,ok,
cifar10,resnet18,objective10,scrubv2,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_8_meta.txt,688.6612365245819,0.9631895424836602,0.8571764705882353,0.8504,0.8467,0.4981176470588235,0.4949411764705882,ok,
cifar10,resnet18,objective10,scrubv2,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/scrubv2/10_resnet18_9_meta.txt,615.8119585514069,0.952,0.8825882352941177,0.8486666666666667,0.851,0.5214117647058822,0.5170588235294117,ok,
cifar10,resnet18,objective10,successive_random_labels,0,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_0.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_0_meta.txt,357.14716720581055,0.9943790849673204,0.9289411764705884,0.8389333333333333,0.8312,0.4882352941176471,0.5065882352941176,ok,
cifar10,resnet18,objective10,successive_random_labels,1,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_1.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_1_meta.txt,350.54828906059265,0.99281045751634,0.9249411764705884,0.8410666666666666,0.8324,0.4894117647058824,0.495764705882353,ok,
cifar10,resnet18,objective10,successive_random_labels,2,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_2.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_2_meta.txt,349.2460823059082,0.9940130718954248,0.9327058823529412,0.8429333333333333,0.8429,0.5034117647058823,0.4992941176470588,ok,
cifar10,resnet18,objective10,successive_random_labels,3,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_3.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_3_meta.txt,346.5420935153961,0.9937254901960784,0.9352941176470588,0.8437333333333333,0.8468,0.4985882352941176,0.4909411764705883,ok,
cifar10,resnet18,objective10,successive_random_labels,4,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_4.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_4_meta.txt,345.456041097641,0.990248366013072,0.9207058823529412,0.8418666666666667,0.8387,0.4979999999999999,0.4989411764705882,ok,
cifar10,resnet18,objective10,successive_random_labels,5,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_5.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_5_meta.txt,355.8971977233887,0.9896993464052288,0.9390588235294116,0.8488,0.8408,0.5036470588235293,0.5011764705882353,ok,
cifar10,resnet18,objective10,successive_random_labels,6,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_6.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_6_meta.txt,355.163467168808,0.996,0.9378823529411764,0.8465333333333334,0.8461,0.4941176470588235,0.4983529411764705,ok,
cifar10,resnet18,objective10,successive_random_labels,7,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_7.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_7_meta.txt,350.26338243484497,0.9937777777777778,0.9287058823529412,0.8394666666666667,0.8342,0.4829411764705882,0.4870588235294118,ok,
cifar10,resnet18,objective10,successive_random_labels,8,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_8.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_8_meta.txt,358.1651215553284,0.9917908496732026,0.9327058823529412,0.8468,0.8423,0.5024705882352941,0.4985882352941176,ok,
cifar10,resnet18,objective10,successive_random_labels,9,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_9.pth,/data/santiago.medina/deepunlearn/artifacts/cifar10/objective10/successive_random_labels/10_resnet18_9_meta.txt,404.8762397766113,0.9830588235294118,0.9232941176470588,0.8468,0.8455,0.5023529411764707,0.5129411764705882,ok,
